experience_level,employment_type,job_title,salary_in_usd,company_location,company_size
Mid-Level,Full-Time,Machine Learning Infrastructure Engineer,50180,PT,Medium
Entry-Level,Full-Time,Business Intelligence Analyst,99000,US,Medium
Senior-Level,Full-Time,Data Engineer,175308,US,Medium
Senior-Level,Full-Time,Machine Learning Scientist,142200,CA,Medium
Mid-Level,Full-Time,Data Scientist,93300,EG,Medium
Senior-Level,Full-Time,Data Engineer,175000,US,Medium
Senior-Level,Full-Time,Data Engineer,130000,US,Medium
Entry-Level,Full-Time,Business Data Analyst,48000,US,Large
Senior-Level,Full-Time,Data Scientist,109400,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,119250,US,Medium
Senior-Level,Full-Time,Data Science Manager,140100,US,Large
Senior-Level,Full-Time,Research Analyst,87500,GB,Medium
Senior-Level,Full-Time,ML Engineer,247250,US,Medium
Senior-Level,Full-Time,Data Scientist,216100,US,Medium
Senior-Level,Full-Time,Machine Learning Infrastructure Engineer,180000,US,Medium
Entry-Level,Full-Time,Data Visualization Specialist,82800,US,Medium
Senior-Level,Full-Time,Data Engineer,170000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,188800,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,240000,US,Medium
Senior-Level,Full-Time,Data Engineer,154000,US,Medium
Senior-Level,Full-Time,Data Scientist,238400,US,Medium
Senior-Level,Full-Time,Research Scientist,323300,US,Medium
Mid-Level,Full-Time,Business Data Analyst,150000,US,Large
Senior-Level,Full-Time,ML Engineer,290000,US,Medium
Senior-Level,Full-Time,Data Engineer,120000,US,Medium
Senior-Level,Full-Time,Data Engineer,180000,US,Medium
Mid-Level,Full-Time,Machine Learning Researcher,100000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,177300,US,Medium
Senior-Level,Full-Time,Data Scientist,140000,US,Medium
Entry-Level,Full-Time,Data Operations Associate,51375,US,Medium
Mid-Level,Full-Time,Data Analyst,110000,US,Medium
Entry-Level,Full-Time,Machine Learning Research Engineer,80769,CA,Medium
Executive-Level,Full-Time,Machine Learning Engineer,290000,US,Medium
Senior-Level,Full-Time,Data Engineer,139400,US,Medium
Senior-Level,Full-Time,Data Scientist,168000,US,Medium
Entry-Level,Full-Time,Data Engineer,48000,US,Medium
Senior-Level,Full-Time,Business Intelligence Analyst,115600,US,Medium
Mid-Level,Full-Time,Data Engineer,140000,US,Medium
Senior-Level,Full-Time,Data Scientist,359170,US,Medium
Senior-Level,Full-Time,Data Scientist,125000,US,Medium
Mid-Level,Full-Time,Applied Scientist,222200,US,Large
Senior-Level,Full-Time,Data Engineer,135000,US,Medium
Mid-Level,Full-Time,Data Engineer,120000,US,Medium
Senior-Level,Full-Time,Data Scientist,179000,US,Medium
Mid-Level,Full-Time,Data Scientist,88995,AU,Medium
Senior-Level,Full-Time,Data Visualization Engineer,170200,US,Medium
Senior-Level,Full-Time,Data Scientist,191475,US,Medium
Mid-Level,Full-Time,Encounter Data Management Professional,47700,US,Medium
Mid-Level,Full-Time,Data Analyst,100000,US,Medium
Executive-Level,Full-Time,Data Analyst,175000,US,Medium
Senior-Level,Full-Time,Applied Scientist,230000,US,Medium
Senior-Level,Full-Time,Research Engineer,107100,US,Medium
Senior-Level,Full-Time,Data Architect,280100,US,Medium
Senior-Level,Full-Time,Data Analyst,99750,US,Medium
Senior-Level,Full-Time,Business Intelligence Engineer,225000,US,Medium
Senior-Level,Full-Time,Data Analyst,75000,US,Medium
Senior-Level,Full-Time,Data Scientist,218000,US,Medium
Mid-Level,Full-Time,BI Data Analyst,100000,US,Medium
Senior-Level,Full-Time,Data Engineer,185900,US,Medium
Senior-Level,Full-Time,Data Scientist,172000,US,Medium
Senior-Level,Full-Time,Data Architect,180000,US,Medium
Senior-Level,Full-Time,Data Scientist,215625,US,Medium
Entry-Level,Full-Time,Data Analyst,41419,US,Medium
Executive-Level,Full-Time,Data Lead,230000,US,Medium
Mid-Level,Full-Time,Data Analyst,105000,US,Medium
Mid-Level,Full-Time,Data Analyst,98432,GB,Medium
Senior-Level,Full-Time,Data Scientist,161900,US,Medium
Mid-Level,Full-Time,Data Analyst,65000,US,Medium
Senior-Level,Full-Time,Data Engineer,215000,US,Medium
Senior-Level,Full-Time,Data Analyst,120350,US,Medium
Senior-Level,Full-Time,Data Analyst,110000,US,Medium
Senior-Level,Full-Time,Data Analyst,150000,US,Medium
Senior-Level,Full-Time,Data Engineer,50000,US,Medium
Senior-Level,Full-Time,Data Scientist,359170,US,Medium
Senior-Level,Full-Time,Data Scientist,48585,ES,Medium
Senior-Level,Full-Time,Data Engineer,225300,US,Medium
Senior-Level,Full-Time,BI Analyst,18381,TR,Large
Senior-Level,Full-Time,Data Architect,110000,US,Medium
Executive-Level,Full-Time,Head of Data,210000,US,Medium
Senior-Level,Full-Time,Data Analyst,123648,US,Medium
Senior-Level,Full-Time,Data Engineer,160000,US,Medium
Senior-Level,Full-Time,Machine Learning Scientist,105500,US,Medium
Senior-Level,Full-Time,Data Analyst,120350,US,Medium
Mid-Level,Full-Time,Data Engineer,84053,GR,Medium
Senior-Level,Full-Time,Data Engineer,129300,US,Medium
Senior-Level,Full-Time,Data Scientist,245000,US,Medium
Senior-Level,Full-Time,Business Intelligence Engineer,78800,US,Medium
Senior-Level,Full-Time,ETL Developer,129100,US,Medium
Entry-Level,Full-Time,Data Engineer,52500,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,190000,US,Medium
Senior-Level,Full-Time,Lead Machine Learning Engineer,115000,IL,Small
Senior-Level,Full-Time,Data Architect,215000,US,Medium
Senior-Level,Full-Time,Data Scientist,80000,US,Medium
Mid-Level,Full-Time,Data Scientist,110736,GB,Medium
Senior-Level,Full-Time,Data Science Consultant,80000,US,Medium
Mid-Level,Full-Time,Research Scientist,195200,US,Large
Senior-Level,Full-Time,Data Architect,103846,CA,Medium
Senior-Level,Full-Time,Research Engineer,156400,US,Medium
Mid-Level,Full-Time,Business Intelligence Engineer,65800,US,Large
Mid-Level,Full-Time,Data Science,223600,US,Large
Senior-Level,Full-Time,Machine Learning Scientist,108308,US,Medium
Executive-Level,Full-Time,Machine Learning Engineer,232000,US,Medium
Executive-Level,Full-Time,Data Engineer,145000,US,Medium
Senior-Level,Full-Time,Data Scientist,204500,US,Medium
Mid-Level,Full-Time,BI Developer,80420,US,Medium
Senior-Level,Full-Time,Data Scientist,187200,US,Medium
Senior-Level,Full-Time,Decision Scientist,185900,US,Medium
Mid-Level,Full-Time,Research Engineer,96800,US,Medium
Mid-Level,Full-Time,Data Engineer,154000,US,Medium
Entry-Level,Full-Time,Data Analyst,70000,US,Medium
Executive-Level,Full-Time,Data Engineer,136000,US,Medium
Executive-Level,Full-Time,Data Scientist,228856,GB,Medium
Entry-Level,Full-Time,Data Analyst,195500,US,Medium
Senior-Level,Full-Time,Data Scientist,140000,US,Medium
Mid-Level,Full-Time,Data Scientist,135000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,175000,US,Medium
Entry-Level,Full-Time,Machine Learning Engineer,140250,US,Medium
Senior-Level,Full-Time,Data Analyst,85000,US,Medium
Senior-Level,Full-Time,Applied Scientist,309400,US,Large
Entry-Level,Full-Time,BI Data Analyst,25000,NL,Medium
Senior-Level,Full-Time,Data Scientist,189750,US,Medium
Mid-Level,Full-Time,Data Developer,100000,US,Medium
Senior-Level,Full-Time,Data Engineer,135000,US,Medium
Senior-Level,Full-Time,Data Scientist,122000,US,Medium
Senior-Level,Full-Time,Machine Learning Scientist,165750,US,Medium
Mid-Level,Full-Time,Data Engineer,186600,US,Medium
Mid-Level,Full-Time,Data Scientist,150000,US,Medium
Senior-Level,Full-Time,Data Analyst,134000,US,Medium
Senior-Level,Full-Time,Machine Learning Scientist,240000,US,Medium
Senior-Level,Full-Time,Data Analyst,175000,CA,Medium
Mid-Level,Full-Time,Data Scientist,73100,US,Medium
Mid-Level,Full-Time,Data Scientist,68088,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,216000,US,Medium
Mid-Level,Full-Time,Data Scientist,165000,US,Medium
Mid-Level,Full-Time,Data Scientist,62726,LU,Small
Senior-Level,Full-Time,Machine Learning Engineer,153090,US,Medium
Senior-Level,Full-Time,Data Scientist,146800,US,Medium
Senior-Level,Full-Time,Data Scientist,110000,CA,Medium
Mid-Level,Full-Time,Research Scientist,280000,GB,Large
Senior-Level,Full-Time,Research Scientist,197500,US,Medium
Mid-Level,Full-Time,Business Intelligence Specialist,109238,US,Medium
Entry-Level,Full-Time,Machine Learning Developer,40000,AU,Medium
Senior-Level,Full-Time,Data Engineer,172200,US,Medium
Mid-Level,Full-Time,Data Engineer,103977,US,Medium
Mid-Level,Full-Time,Data Scientist,85000,US,Medium
Senior-Level,Full-Time,Data Engineer,154600,US,Large
Senior-Level,Full-Time,Data Architect,123000,US,Medium
Senior-Level,Full-Time,Data Modeler,147100,US,Medium
Senior-Level,Full-Time,Data Analyst,98000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,210600,GB,Medium
Mid-Level,Full-Time,Data Scientist,116000,US,Medium
Senior-Level,Full-Time,Data Scientist,160700,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,220000,US,Medium
Senior-Level,Full-Time,Data Engineer,185000,US,Medium
Mid-Level,Full-Time,Business Intelligence,140000,US,Medium
Senior-Level,Full-Time,Analytics Engineer,111648,US,Medium
Senior-Level,Full-Time,Data Engineer,196000,US,Medium
Senior-Level,Full-Time,Data Architect,186000,US,Medium
Senior-Level,Full-Time,Research Engineer,203000,US,Medium
Mid-Level,Full-Time,Research Scientist,185000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,226600,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,234300,US,Medium
Senior-Level,Full-Time,Data Engineer,129300,US,Medium
Senior-Level,Full-Time,AI Engineer,276000,US,Medium
Entry-Level,Full-Time,Data Engineer,160000,US,Medium
Senior-Level,Full-Time,Data Engineer,140000,US,Medium
Mid-Level,Full-Time,Data Scientist,111600,US,Large
Mid-Level,Full-Time,Applied Scientist,222200,US,Large
Senior-Level,Full-Time,Data Engineer,180000,US,Medium
Mid-Level,Full-Time,Data Engineer,150000,US,Medium
Senior-Level,Full-Time,Data Analyst,119000,US,Medium
Mid-Level,Full-Time,Data Architect,150000,US,Medium
Executive-Level,Full-Time,Data Engineer,125000,US,Medium
Mid-Level,Full-Time,Data Analyst,90000,US,Medium
Senior-Level,Full-Time,Data Analyst,180180,US,Medium
Mid-Level,Full-Time,Analytics Engineer,115000,GB,Medium
Entry-Level,Full-Time,Data Scientist,80000,US,Medium
Entry-Level,Full-Time,Data Analyst,40000,BR,Medium
Entry-Level,Full-Time,Data Analyst,85000,US,Medium
Entry-Level,Full-Time,Data Analyst,88800,US,Medium
Mid-Level,Full-Time,ETL Developer,120000,US,Medium
Senior-Level,Full-Time,Prompt Engineer,184000,US,Medium
Mid-Level,Full-Time,Analytics Engineer,97300,US,Medium
Senior-Level,Full-Time,Data Architect,175000,US,Medium
Senior-Level,Full-Time,Data Scientist,278700,US,Medium
Mid-Level,Full-Time,Cloud Data Engineer,89294,SG,Large
Senior-Level,Full-Time,Research Scientist,337300,US,Medium
Mid-Level,Full-Time,Business Intelligence Analyst,226844,US,Medium
Senior-Level,Full-Time,Data Engineer,68400,US,Medium
Mid-Level,Full-Time,Data Engineer,220000,CA,Medium
Senior-Level,Full-Time,Data Engineer,255000,US,Medium
Senior-Level,Full-Time,Data Engineer,132000,US,Medium
Entry-Level,Full-Time,Data Analyst,150000,US,Medium
Senior-Level,Full-Time,Data Operations Analyst,77000,GB,Medium
Senior-Level,Full-Time,Data Analyst,175000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,241300,US,Medium
Senior-Level,Full-Time,Data Analyst,85500,US,Medium
Mid-Level,Full-Time,Research Scientist,150000,US,Medium
Senior-Level,Full-Time,Business Intelligence Analyst,92500,GB,Medium
Senior-Level,Full-Time,Data Scientist,220000,US,Medium
Mid-Level,Full-Time,Business Intelligence Developer,92000,US,Medium
Senior-Level,Full-Time,Data Engineer,226700,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,216700,US,Medium
Mid-Level,Full-Time,Data Manager,81500,US,Medium
Senior-Level,Full-Time,Applied Scientist,136000,US,Large
Senior-Level,Full-Time,Analytics Engineer,181500,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,83864,AU,Large
Senior-Level,Full-Time,Data Analyst,51962,US,Medium
Mid-Level,Full-Time,Data Scientist,212000,US,Medium
Mid-Level,Full-Time,Machine Learning Scientist,125000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,200000,US,Medium
Mid-Level,Full-Time,Data Scientist,153700,US,Medium
Senior-Level,Full-Time,Analytics Engineer,130000,US,Medium
Mid-Level,Full-Time,Data Engineer,198900,US,Medium
Mid-Level,Full-Time,Data Engineer,220000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,140000,US,Medium
Mid-Level,Full-Time,Data Developer,72409,US,Medium
Senior-Level,Full-Time,Data Analyst,130000,US,Medium
Senior-Level,Full-Time,Data Scientist,106875,US,Medium
Senior-Level,Full-Time,Data Science,170000,US,Medium
Senior-Level,Full-Time,ML Engineer,230797,US,Medium
Mid-Level,Full-Time,Data Scientist,204500,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,184000,US,Medium
Senior-Level,Full-Time,Data Scientist,101763,CA,Medium
Senior-Level,Full-Time,Data Scientist,119700,US,Medium
Mid-Level,Full-Time,Data Scientist,110000,US,Medium
Senior-Level,Full-Time,Data Scientist,230000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,163000,US,Medium
Senior-Level,Full-Time,Data Scientist,71000,US,Medium
Senior-Level,Full-Time,Research Engineer,62000,US,Medium
Executive-Level,Full-Time,Head of Data,135344,GB,Medium
Mid-Level,Full-Time,Data Engineer,70139,FR,Large
Senior-Level,Full-Time,Data Engineer,100000,US,Medium
Senior-Level,Full-Time,Data Engineer,103000,US,Medium
Mid-Level,Full-Time,Data Engineer,75000,US,Medium
Mid-Level,Full-Time,Data Engineer,97000,US,Medium
Senior-Level,Full-Time,Data Scientist,145000,US,Medium
Senior-Level,Full-Time,Data Engineer,130500,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,142200,US,Medium
Senior-Level,Full-Time,Data Engineer,156400,US,Medium
Senior-Level,Full-Time,Prompt Engineer,177961,US,Medium
Senior-Level,Full-Time,Data Analyst,90320,US,Medium
Entry-Level,Full-Time,Analytics Engineer,130000,US,Large
Senior-Level,Full-Time,Data Engineer,175000,US,Medium
Mid-Level,Full-Time,Data Engineer,190000,CA,Medium
Mid-Level,Full-Time,Data Engineer,93000,US,Medium
Mid-Level,Full-Time,Data Strategist,85000,US,Medium
Senior-Level,Full-Time,Data Scientist,198300,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,140000,US,Medium
Entry-Level,Full-Time,Data Engineer,60000,US,Medium
Senior-Level,Full-Time,Data Scientist,185000,US,Medium
Senior-Level,Full-Time,AI Engineer,195000,US,Medium
Senior-Level,Full-Time,Analytics Engineer,160000,US,Medium
Senior-Level,Full-Time,Data Analyst,100000,US,Medium
Senior-Level,Full-Time,Analytics Engineer,214000,GB,Medium
Senior-Level,Full-Time,Data Scientist,186000,US,Medium
Senior-Level,Full-Time,Data Specialist,72000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,240000,US,Medium
Mid-Level,Full-Time,Data Quality Analyst,70000,US,Medium
Mid-Level,Full-Time,Research Scientist,239600,US,Medium
Senior-Level,Full-Time,Applied Scientist,136000,US,Large
Senior-Level,Full-Time,Machine Learning Engineer,182000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,159000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,245700,US,Medium
Mid-Level,Full-Time,Data Science,86000,US,Medium
Senior-Level,Full-Time,Data Scientist,165100,US,Medium
Senior-Level,Full-Time,Analytics Engineer,289800,GB,Medium
Entry-Level,Full-Time,Research Scientist,100000,US,Medium
Senior-Level,Full-Time,Business Intelligence Engineer,108500,US,Medium
Executive-Level,Full-Time,Data Engineer,98432,GB,Medium
Senior-Level,Full-Time,Data Engineer,190000,AU,Medium
Senior-Level,Full-Time,Data Scientist,206000,US,Medium
Executive-Level,Full-Time,Data Engineer,200000,US,Medium
Mid-Level,Full-Time,Data Specialist,135000,US,Medium
Senior-Level,Full-Time,Data Engineer,145000,US,Medium
Senior-Level,Full-Time,Data Engineer,250000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,204500,US,Medium
Mid-Level,Full-Time,Data Analyst,138000,US,Medium
Senior-Level,Full-Time,Data Scientist,165000,US,Medium
Senior-Level,Full-Time,Data Engineer,285000,US,Medium
Mid-Level,Full-Time,Machine Learning Researcher,150000,US,Medium
Mid-Level,Full-Time,Data Engineer,110000,US,Medium
Senior-Level,Full-Time,Business Intelligence Engineer,185000,US,Large
Senior-Level,Full-Time,Data Scientist,38868,ES,Medium
Senior-Level,Full-Time,Data Scientist,93300,US,Medium
Senior-Level,Full-Time,Analytics Engineer,155000,US,Medium
Senior-Level,Full-Time,Data Analyst,93919,US,Medium
Senior-Level,Full-Time,Data Analyst,126500,US,Medium
Senior-Level,Full-Time,Data Analyst,192500,US,Medium
Senior-Level,Full-Time,Data Analyst,85700,US,Medium
Mid-Level,Full-Time,Data Engineer,93500,US,Medium
Mid-Level,Full-Time,Data Scientist,180000,US,Medium
Executive-Level,Full-Time,Data Science Director,212000,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,147648,GB,Medium
Entry-Level,Full-Time,Data Science Consultant,76833,DE,Large
Senior-Level,Full-Time,Data Engineer,204000,US,Medium
Executive-Level,Full-Time,Data Engineer,286000,US,Medium
Senior-Level,Full-Time,Data Analyst,128000,US,Medium
Senior-Level,Full-Time,Research Scientist,205500,US,Medium
Senior-Level,Full-Time,Data Engineer,160000,US,Medium
Senior-Level,Full-Time,Data Scientist,317070,US,Medium
Entry-Level,Full-Time,Data Scientist,168000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,276000,US,Medium
Senior-Level,Full-Time,Data Engineer,141600,US,Medium
Entry-Level,Full-Time,Data Analyst,90000,US,Medium
Senior-Level,Full-Time,Research Scientist,192700,US,Medium
Mid-Level,Full-Time,Data Scientist,83171,AU,Large
Entry-Level,Full-Time,Data Manager,149800,US,Medium
Senior-Level,Full-Time,Data Scientist,139500,US,Medium
Executive-Level,Full-Time,Data Science,220000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,245700,US,Medium
Senior-Level,Full-Time,ETL Developer,124270,US,Medium
Mid-Level,Full-Time,Analytics Engineer,190000,CA,Medium
Senior-Level,Full-Time,Machine Learning Scientist,90000,US,Medium
Senior-Level,Full-Time,Data Analyst,100000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,113400,US,Medium
Senior-Level,Full-Time,Data Scientist,191027,US,Medium
Senior-Level,Full-Time,Business Intelligence Analyst,132320,US,Medium
